Jul - Jun reference period,Offence Subdivision,Offence Group,Location Division,Location Subdivision,Location Group,Offence Count
2013,B40 Theft,B49 Other theft,1 Residential,13 Grounds/surrounding land,133 Frontyard,"2,884"
2013,B40 Theft,B49 Other theft,1 Residential,13 Grounds/surrounding land,134 Garage,355
2013,B40 Theft,B49 Other theft,1 Residential,13 Grounds/surrounding land,135 Shed,262
2013,B40 Theft,B49 Other theft,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,854
2013,B40 Theft,B49 Other theft,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),248
2013,B40 Theft,B49 Other theft,2 Community,21 Education,211 School,765
2013,B40 Theft,B49 Other theft,2 Community,21 Education,212 School Grounds,245
2013,B40 Theft,B49 Other theft,2 Community,21 Education,213 Other Educational,587
2013,B40 Theft,B49 Other theft,2 Community,22 Health,221 Hospital,396
2013,B40 Theft,B49 Other theft,2 Community,22 Health,222 Medical Centre,182
2013,B40 Theft,B49 Other theft,2 Community,22 Health,223 Dental,"2,466"
2013,B40 Theft,B49 Other theft,2 Community,22 Health,224 Other Health,207
2013,B40 Theft,B49 Other theft,2 Community,23 Religious,231 Church,130
2013,B40 Theft,B49 Other theft,2 Community,23 Religious,232 Other religious,20
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,241 Train,223
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,242 Train Station,485
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,243 Railway Carpark,36
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,244 Tram/Tram Stop,177
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,245 Bus/Bus Stop,185
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,246 Depot/Terminal,30
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,247 Freight Yard,1
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2013,B40 Theft,B49 Other theft,2 Community,24 Public Transport,249 Taxi,122
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,251 Private Car,34
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,252 Airfield,91
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,253 Boat,39
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,254 Dock/Wharf,59
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,255 Carpark (Single Level),374
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,256 Carpark (Multi Level),68
2013,B40 Theft,B49 Other theft,2 Community,25 Other Transport,257 Other Transport Type/Area,127
2013,B40 Theft,B49 Other theft,2 Community,26 Justice,261 Police Station,24
2013,B40 Theft,B49 Other theft,2 Community,26 Justice,262 Court,34
2013,B40 Theft,B49 Other theft,2 Community,26 Justice,263 Prison/Detention Centre,10
2013,B40 Theft,B49 Other theft,2 Community,26 Justice,264 Youth Training Centre,2
2013,B40 Theft,B49 Other theft,2 Community,26 Justice,265 Other Justice Facility,4
2013,B40 Theft,B49 Other theft,2 Community,26 Justice,269 Other Justice (nec),1
2013,B40 Theft,B49 Other theft,2 Community,27 Open Space,271 Parkland/Reserve,635
2013,B40 Theft,B49 Other theft,2 Community,27 Open Space,272 Rural,69
2013,B40 Theft,B49 Other theft,2 Community,27 Open Space,273 Vacant Block,43
2013,B40 Theft,B49 Other theft,2 Community,27 Open Space,274 Beach Foreshore,392
2013,B40 Theft,B49 Other theft,2 Community,27 Open Space,275 Other Open Space,249
2013,B40 Theft,B49 Other theft,2 Community,27 Open Space,276 Beach Car Park,18
2013,B40 Theft,B49 Other theft,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"2,431"
2013,B40 Theft,B49 Other theft,2 Community,29 Other community location,291 Cemetery,90
2013,B40 Theft,B49 Other theft,2 Community,29 Other community location,292 Civic Centre,137
2013,B40 Theft,B49 Other theft,2 Community,29 Other community location,293 Gallery,19
2013,B40 Theft,B49 Other theft,3 Other,31 Admin/professional,311 Business Office,"1,603"
2013,B40 Theft,B49 Other theft,3 Other,31 Admin/professional,312 Other Admin/Professional,226
2013,B40 Theft,B49 Other theft,3 Other,32 Financial,321 Bank,509
2013,B40 Theft,B49 Other theft,3 Other,32 Financial,322 Credit Society,1
2013,B40 Theft,B49 Other theft,3 Other,32 Financial,323 ATM/Eftpos,111
2013,B40 Theft,B49 Other theft,3 Other,32 Financial,324 Other Financial,12
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,331 Chemist/Pharmacy,115
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,3310 24Hr Convenience,578
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,3311 Restaurant/Fastfood,"1,445"
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,3312 Other Retail,"3,550"
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,332 Service Station,"5,767"
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,333 Jeweller,52
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,334 2nd Hand Dealer,47
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,335 Supermarket,956
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,336 Department Store,386
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,337 Shopping Complex,"2,297"
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,338 Car Sales Yard,95
2013,B40 Theft,B49 Other theft,3 Other,33 Retail,339 Milkbar,152
2013,B40 Theft,B49 Other theft,3 Other,34 Wholesale,341 Any Wholesale,64
2013,B40 Theft,B49 Other theft,3 Other,35 Warehousing/storage,351 Warehousing/Storage,510
2013,B40 Theft,B49 Other theft,3 Other,36 Manufacturing,361 Factory,"1,212"
2013,B40 Theft,B49 Other theft,3 Other,36 Manufacturing,362 Any Manufacturing,204
2013,B40 Theft,B49 Other theft,3 Other,37 Agricultural,371 Farmland/Agricultural,604
2013,B40 Theft,B49 Other theft,3 Other,37 Agricultural,372 Orchard,8
2013,B40 Theft,B49 Other theft,3 Other,37 Agricultural,373 Other Agricultural,133
2013,B40 Theft,B49 Other theft,3 Other,38 Recreational,381 Licenced Premises,"1,945"
2013,B40 Theft,B49 Other theft,3 Other,38 Recreational,382 Tab,36
2013,B40 Theft,B49 Other theft,3 Other,38 Recreational,383 Cinema,37
2013,B40 Theft,B49 Other theft,3 Other,38 Recreational,384 Sport Area/Facility,662
2013,B40 Theft,B49 Other theft,3 Other,38 Recreational,385 Gaming Venue,340
2013,B40 Theft,B49 Other theft,3 Other,38 Recreational,386 Other Rec./Sports,578
2013,B40 Theft,B49 Other theft,3 Other,39 Other location,391 Massage Parlour/Brothel,14
2013,B40 Theft,B49 Other theft,3 Other,39 Other location,392 Other Location (Not Elsewhere),752
2013,B40 Theft,B49 Other theft,3 Other,39 Other location,393 Construction Site,697
2013,B40 Theft,B49 Other theft,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,"3,384"
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,22
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,11 Dwelling - private,112 House,115
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,11 Dwelling - private,113 Bungalow,1
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,19
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,13 Grounds/surrounding land,132 Backyard,2
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,13 Grounds/surrounding land,133 Frontyard,3
2013,B50 Deception,B51 Forgery and counterfeiting,1 Residential,13 Grounds/surrounding land,135 Shed,1
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,21 Education,211 School,21
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,21 Education,213 Other Educational,1
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,22 Health,221 Hospital,4
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,22 Health,222 Medical Centre,5
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,22 Health,224 Other Health,19
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,24 Public Transport,242 Train Station,4
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,24 Public Transport,249 Taxi,1
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,25 Other Transport,251 Private Car,9
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,25 Other Transport,255 Carpark (Single Level),41
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,26 Justice,261 Police Station,4
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,26 Justice,262 Court,5
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,26 Justice,265 Other Justice Facility,17
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,27 Open Space,271 Parkland/Reserve,3
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,28 Street/footpath,281 Street/Lane/Footpath,514
2013,B50 Deception,B51 Forgery and counterfeiting,2 Community,29 Other community location,292 Civic Centre,2
2013,B50 Deception,B51 Forgery and counterfeiting,3 Other,31 Admin/professional,311 Business Office,339
2013,B50 Deception,B51 Forgery and counterfeiting,3 Other,31 Admin/professional,312 Other Admin/Professional,27
2013,B50 Deception,B51 Forgery and counterfeiting,3 Other,32 Financial,321 Bank,99
